Индекс;Станция (RU);Страна;Широта;Долгота;H над ур.моря, м;Часовой пояс;Станция (EN)
06044;Хальс;Дания;56,99;10,30;16;0;Hals
06049;Халд;Дания;56,56;10,09;87;0;Hald V
06051;Вестервик;Дания;56,76;8,32;18;0;Vestervig
06052;Тюборён;Дания;56,70;8,21;2;0;Thyboroen
06053;Аггерсунд;Дания;57,00;9,30;;0;Aggersund
06055;Торсминд;Дания;56,37;8,12;5;0;Torsminde
06056;Мейруп;Дания;56,38;8,67;53;0;Mejrup
06058;Хвиде-Занде;Дания;56,00;8,14;2;0;Hvide Sande
06060;Каруп;Дания;56,29;9,11;52;0;Karup
06062;Скиве;Дания;56,55;9,16;23;0;Skive
06063;Ронбйерг Хусе Хавн;Дания;56,89;9,16;2;0;Ronbjerg Huse Havn
06065;Орс Сид;Дания;56,75;9,50;31;0;Aars Syd
06066;Стаунинг;Дания;55,99;8,35;5;0;Stauning
06068;Изенвад;Дания;56,09;9,18;60;0;Isenvad
06069;Фоулум;Дания;56,49;9,57;53;0;Foulum
06070;Тирструп;Дания;56,30;10,62;24;0;Tirstrup
06072;Ойдум;Дания;56,30;10,12;60;0;Oedum
06073;Слеттерхаге;Дания;56,09;10,51;4;0;Sletterhage Fyr
06074;Орхус Сид;Дания;56,08;10,13;53;0;Aarhus Syd
06075;Орхус;Дания;56,16;10,21;15;0;Aarhus
06079;о. Анхольт;Дания;56,71;11,50;1;0;Anholt
06080;Эсбьерг;Дания;55,52;8,56;29;0;Esbjerg
06081;Блавандсхук;Дания;55,55;8,08;18;0;Blaavandshuk
06082;Боррис;Дания;55,95;8,62;25;0;Borris
06088;Нордбай;Дания;55,44;8,39;4;0;Nordby
06093;Вестер Ведстед;Дания;55,29;8,65;3;0;Vester Vedsted
06096;о. Рёмё/Жувр;Дания;55,19;8,56;6;0;Roemoe/Juvre
06099;Хавнбай;Дания;55,08;8,56;3;0;Havneby
06100;Вандел;Дания;55,70;9,20;73;0;Vandel
06102;Хорсенс/Байгхолм;Дания;55,86;9,78;22;0;Horsens/Bygholm
06104;Биллунд;Дания;55,73;9,16;75;0;Billund
06108;Колдингегненс Луфтхавн;Дания;55,43;9,33;43;0;Koldingegnens Lufthavn
06109;Асков;Дания;55,47;9,11;62;0;Askov
06110;Скрюдструп;Дания;55,22;9,26;42;0;Skrydstrup
06111;Баагё;Дания;55,30;9,80;;0;Baagoe
06116;Стор Хюндевад;Дания;54,89;9,12;15;0;Store Jyndevad
06118;Сённерборг;Дания;54,96;9,78;7;0;Soenderborg
06119;Кегнес;Дания;54,85;9,98;17;0;Kegnaes
06120;Оденсе/Белдринг;Дания;55,47;10,33;17;0;Odense/Beldringe
06123;Ассенс/Торое;Дания;55,24;9,88;1;0;Assens/Toroe
06124;Таазинг;Дания;55,01;10,56;6;0;Taasinge
06126;Орслев;Дания;55,30;10,43;49;0;Aarslev
06132;Транеберг Ост;Дания;55,83;10,62;16;0;Tranebjerg Oest
06135;Флаккеберг;Дания;55,32;11,38;32;0;Flakkebjerg
06136;Тюстофте;Дания;55,24;11,32;12;0;Tystofte
06138;Лангё;Дания;54,82;10,99;2;0;Langoe
06141;Абед;Дания;54,82;11,32;7;0;Abed
06143;Марибо;Дания;54,70;11,45;4;0;Maribo
06147;Виндебаек Кист;Дания;54,87;12,18;3;0;Vindebaek Kyst
06149;Гедзер-Одде;Дания;54,56;11,94;3;0;Gedser Odde
06151;Омё;Дания;55,15;11,13;1;0;Omoe
06154;Бранделев;Дания;55,20;11,86;44;0;Brandelev
06156;Хольбек;Дания;55,73;11,60;11;0;Holbaek
06158;Калундборг;Дания;55,67;11,09;2;0;Kalundborg
06159;Рёснес;Дания;55,74;10,86;14;0;Roesnaes
06160;Варлёс;Дания;55,76;12,33;31;0;Vaerloese
06165;Хесселё;Дания;56,19;11,71;16;0;Hesseloe
06168;Наккеховт;Дания;56,11;12,34;37;0;Nakkehoved
06169;Гнибен;Дания;56,00;11,27;14;0;Gniben
06170;Роскилле;Дания;55,58;12,13;44;0;Roskilde/Tune
06174;Кёге/Херфольге;Дания;55,39;12,14;20;0;Koege/Herfoelge
06179;о. Мён;Дания;54,95;12,53;17;0;Moen
06180;Копенгаген/Каструп;Дания;55,61;12,64;5;0;Koebenhavn/Kastrup
06183;Дрогден;Дания;55,53;12,71;6;0;Drogden
06184;Дми;Дания;55,71;12,56;8;0;Dmi
06186;Ландбохоейсколен;Дания;55,68;12,54;7;0;Koebenhavn/Landbohoejskolen
06187;Кёбенхавнс Тольдбод;Дания;55,68;12,59;20;0;Koebenhavns Toldbod
06188;Саэльсмарк;Дания;55,87;12,41;39;0;Sjaelsmark
06190;Рённе;Дания;55,06;14,74;15;0;Roenne
06193;Хаммер-Одде;Дания;55,29;14,77;7;0;Hammer Odde
06197;Нексой Вест;Дания;55,05;15,09;23;0;Nexoe Vest
06201;Д15-ФА-1;Нидерланды;54,32;2,93;42;0;D15-FA-1
06203;П11-Б;Нидерланды;52,36;3,34;41;0;P11-B
06204;К14-ФА-1Ц;Нидерланды;53,26;3,62;41;0;K14-FA-1C
06205;А12-ЦПП;Нидерланды;55,39;3,81;48;0;A12-Cpp
06206;Ф16-А;Нидерланды;54,11;4,01;43;0;F16-A
06207;Л9-ФФ-1;Нидерланды;53,61;4,96;44;0;L9-FF-1
06208;АВГ-1;Нидерланды;53,49;5,94;40;0;AWG-1
06209;Иймунд;Нидерланды;52,46;4,51;0;0;Ijmond
06210;Валькенбург;Нидерланды;52,17;4,42;0;0;Valkenburg
06211;Ж6-A;Нидерланды;53,82;2,94;45;0;J6-A
06212;Хоорн-А;Нидерланды;52,91;4,15;50;0;Hoorn-A
06225;Аймуиден;Нидерланды;52,46;4,55;4;0;Ijmuiden
06229;Тексельхорс;Нидерланды;52,99;4,72;1;0;Texelhors Wp
06235;Де-Кой;Нидерланды;52,92;4,78;1;0;De Kooij
06239;Ф-03 (Платформа);Нидерланды;54,85;4,69;50;0;F-03 (Platform)
06240;Амстердам;Нидерланды;52,31;4,78;-3;0;Amsterdam Ap Schiphol
06242;Флилэнд;Нидерланды;53,24;4,92;10;0;Vlieland
06247;Блоймендааль;Нидерланды;52,41;4,55;;0;Bloemendaal
06248;Вайденес;Нидерланды;52,63;5,17;0;0;Wijdenes
06249;Беркенхоут;Нидерланды;52,64;4,97;-2;0;Berkenhout AWS
06250;Тершеллинг;Нидерланды;53,36;5,21;;0;Terschelling
06251;Тершеллинг-Горн;Нидерланды;53,39;5,34;0;0;Terschelling Hoorn AWS
06252;К13-а;Нидерланды;53,21;3,22;37;0;K13-a
06253;Аук-Альфа;Нидерланды;56,40;2,06;34;0;Auk-Alfa
06254;Митпост-Нордвик;Нидерланды;52,26;4,30;17;0;Meetpost Noordwijk
06255;Ноорделийке-Зирааф;Нидерланды;61,23;1,15;47;0;Noordelijke Zeeraaf
06257;Вайк;Нидерланды;52,50;4,60;8;0;Wijk Aan Zee
06258;Хоутрибдижк;Нидерланды;52,64;5,40;7;0;Houtribdijk
06260;Де-Билт;Нидерланды;52,09;5,17;1;0;De Bilt
06265;Состерберг;Нидерланды;52,13;5,28;15;0;Soesterberg
06267;Ставерен;Нидерланды;52,89;5,38;-1;0;Stavoren AWS
06268;Хоутриб;Нидерланды;52,53;5,43;;0;Houtrib
06269;Лелиштад;Нидерланды;52,45;5,51;-3;0;Lelystad AWS
06270;Лиуварден;Нидерланды;53,22;5,75;1;0;Leeuwarden
06271;Ставерен-Хафен;Нидерланды;52,88;5,35;;0;Stavoren Haven
06273;Маркнессе;Нидерланды;52,70;5,88;-3;0;Marknesse AWS
06275;Дилен;Нидерланды;52,05;5,87;48;0;Deelen
06277;Лауверсуг;Нидерланды;53,41;6,19;2;0;Lauwersoog AWS
06278;Хайно;Нидерланды;52,43;6,25;3;0;Heino AWS
06279;Хогевен;Нидерланды;52,74;6,57;15;0;Hoogeveen
06280;Грёнинген;Нидерланды;53,12;6,58;5;0;Groningen AP Eelde
06283;Хупсель;Нидерланды;52,06;6,65;29;0;Hupsel AWS
06285;Хубертгат;Нидерланды;53,57;6,39;0;0;Huibertgat WP
06286;Ной-Берта;Нидерланды;53,19;7,14;0;0;Nieuw Beerta AWS
06290;Твенте;Нидерланды;52,27;6,89;34;0;Twenthe
06308;Катзанд;Нидерланды;51,38;3,37;7;0;Cadzand WP
06310;Флиссинген;Нидерланды;51,44;3,59;8;0;Vlissingen
06311;Хуфдплаат;Нидерланды;51,37;3,67;0;0;Hoofdplaat
06312;Остершельде ВП;Нидерланды;51,76;3,62;0;0;Oosterschelde WP
06313;Флакте-ван-Раан;Нидерланды;51,50;3,24;0;0;Vlakte Van Raan
06315;Хансверт;Нидерланды;51,44;3,99;0;0;Hansweert
06316;Остершельде 4;Нидерланды;51,65;3,69;0;0;Oosterschelde 4
06319;Вестдорпе;Нидерланды;51,22;3,86;1;0;Westdorpe
06320;Ле-Горее;Нидерланды;51,92;3,67;23;0;Le Goeree
06321;Евро-Платформ;Нидерланды;51,99;3,27;19;0;Euro Platform
06323;Вильгельминадорп;Нидерланды;51,52;3,88;1;0;Wilhelminadorp AWS
06324;Штавенизе;Нидерланды;51,59;4,00;0;0;Stavenisse
06330;Хойк-ван-Холланд;Нидерланды;51,99;4,12;11;0;Hoek Van Holland
06331;Мароллегат;Нидерланды;51,47;4,19;0;0;Marollegat
06340;Военсдрехт;Нидерланды;51,44;4,34;19;0;Woensdrecht
06343;Роттердам;Нидерланды;51,89;4,31;3;0;Rotterdam Geulhaven AWS
06344;Роттердам-ап-Цестиенхофен;Нидерланды;51,96;4,44;-4;0;Rotterdam Ap Zestienhoven
06348;Кабаув-Тоуэр;Нидерланды;51,96;4,92;0;0;Cabauw Tower
06350;Гильзе-Риен;Нидерланды;51,56;4,93;14;0;Gilze Rijen
06356;Хервийнен;Нидерланды;51,85;5,14;0;0;Herwijnen AWS
06370;Эйндховен;Нидерланды;51,44;5,37;22;0;Eindhoven
06375;Фолькель;Нидерланды;51,65;5,70;21;0;Volkel
06377;Эль;Нидерланды;51,19;5,76;30;0;Ell AWS
06380;Маастрихт;Нидерланды;50,90;5,76;114;0;Maastricht Ap Zuid Limburg
06391;Аркен;Нидерланды;51,49;6,19;19;0;Arcen AWS
06400;Коксиийде;Бельгия;51,08;2,65;6;0;Koksijde
06407;Остенде а/п;Бельгия;51,20;2,88;4;0;Oostende (Airport)
06408;Остенде;Бельгия;51,23;2,91;7;0;Oostende (Pier)
06414;Бейтем;Бельгия;50,90;3,12;23;0;Beitem
06418;Зебрюгге;Бельгия;51,34;3,20;7;0;Zeebrugge
06428;Семмерзаке;Бельгия;50,93;3,66;36;0;Semmerzake
06431;Гент;Бельгия;51,18;3,80;6;0;Gent/Industrie-Zone
06432;Чиврес;Бельгия;50,57;3,83;60;0;Chievres
06434;Мелле;Бельгия;50,98;3,81;13;0;Melle
06438;Стабрук;Бельгия;51,32;4,36;5;0;Stabroek
06439;Синт-Кателяйн-Вэйвер;Бельгия;51,07;4,52;10;0;Sint-Katelijne-Waver
06447;Уккле;Бельгия;50,79;4,35;99;0;Uccle
06449;Шарлеруа;Бельгия;50,45;4,44;187;0;Charleroi/Gosselies
06450;Антверпен;Бельгия;51,19;4,45;12;0;Antwerpen/Deurne
06451;Брюссель;Бельгия;50,89;4,52;56;0;Bruxelles National
06452;Брасхат;Бельгия;51,33;4,50;22;0;Brasschaat
06455;Дурбес;Бельгия;50,09;4,59;231;0;Dourbes
06456;Флореннес;Бельгия;50,23;4,65;285;0;Florennes
06458;Беауфехайн;Бельгия;50,74;4,76;113;0;Beauvechain
06459;Эрнаже;Бельгия;50,58;4,68;155;0;Ernage
06463;Гётсенхофен;Бельгия;50,78;4,95;81;0;Goetsenhoven
06464;Ретье;Бельгия;51,22;5,02;19;0;Retie
06465;Шаффен;Бельгия;50,99;5,06;52;0;Schaffen
06470;;Бельгия;50,80;5,20;75;0;
06472;Хьюмайн;Бельгия;50,19;5,25;294;0;Humain
06473;Синсин;Бельгия;50,26;5,25;244;0;Sinsin
06476;Ст.-Хуберт;Бельгия;50,03;5,40;563;0;St-Hubert
06477;Диепенбик;Бельгия;50,91;5,45;37;0;Diepenbeek
06478;Бирзет;Бельгия;50,64;5,45;201;0;Bierset
06479;Клеине Брюгель;Бельгия;51,16;5,46;61;0;Kleine Brogel
06480;Виртон;Бельгия;49,60;5,48;252;0;Meix-Devant-Virton
06481;Генк;Бельгия;50,93;5,50;61;0;Genk
06484;Бузенол;Бельгия;49,62;5,58;322;0;Buzenol
06490;Спа/Ла-Сувенир;Бельгия;50,47;5,91;470;0;Spa/La Sauveniere
06494;Монт-Рижи;Бельгия;50,51;6,07;671;0;Mont-Rigi
06496;Эльсенборн;Бельгия;50,48;6,18;565;0;Elsenborn
06585;Клерво;Люксембург;50,05;6,01;454;0;Clervaux
06589;Бегген;Люксембург;49,65;6,13;235;0;Luxembourg (Beggen)
06590;Люксембург;Люксембург;49,61;6,21;376;0;Luxembourg
06597;Эхтернах;Люксембург;49,80;6,45;244;0;Echternach
06600;Ст. Кришона;Швейцария и Лихтенштейн;47,57;7,68;493;0;St. Chrischona
06601;Базель-Биннинген;Швейцария и Лихтенштейн;47,54;7,58;316;0;Basel-Binningen
06602;Делемонт;Швейцария и Лихтенштейн;47,35;7,34;439;0;Delemont
06603;Делемонт;Швейцария и Лихтенштейн;47,35;7,34;415;0;Delemont
06604;Невшатель;Швейцария и Лихтенштейн;47,00;6,95;485;0;Neuchatel
06605;Хассераль;Швейцария и Лихтенштейн;47,13;7,05;1599;0;Chasseral
06606;Крезир;Швейцария и Лихтенштейн;47,04;7,05;431;0;Cressier
06607;Биел;Швейцария и Лихтенштейн;47,12;7,25;433;0;Biel
06608;Хаумонт;Швейцария и Лихтенштейн;47,05;6,98;1073;0;Chaumont
06609;Ле-Молезон;Швейцария и Лихтенштейн;46,54;7,01;1974;0;Le Moleson
06610;Пайерне;Швейцария и Лихтенштейн;46,81;6,94;490;0;Payerne
06611;Авенчес;Швейцария и Лихтенштейн;46,88;7,01;435;0;Avenches
06612;Ла-шо-де-Фон;Швейцария и Лихтенштейн;47,08;6,79;1018;0;La Chaux-De-Fonds
06616;Фэй;Швейцария и Лихтенштейн;47,42;6,94;596;0;Fahy
06617;Ла-Бревине;Швейцария и Лихтенштейн;46,98;6,61;1050;0;La Brevine
06618;Матход;Швейцария и Лихтенштейн;46,73;6,56;437;0;Mathod
06619;Ла-Фретаc;Швейцария и Лихтенштейн;46,84;6,57;1205;0;La Fretaz
06620;Шаффхаузен;Швейцария и Лихтенштейн;47,68;8,62;438;0;Schaffhausen
06621;Гюттинген;Швейцария и Лихтенштейн;47,60;9,27;440;0;Guettingen
06622;Барген;Швейцария и Лихтенштейн;47,79;8,59;740;0;Bargen
06623;Хайденхаус;Швейцария и Лихтенштейн;47,65;9,02;718;0;Haidenhaus
06624;Халлау;Швейцария и Лихтенштейн;47,69;8,47;419;0;Hallau
06625;Фрибург-Позиойкс;Швейцария и Лихтенштейн;46,77;7,11;646;0;Fribourg-Posieux
06626;Гёсген;Швейцария и Лихтенштейн;47,36;7,97;380;0;Goesgen
06627;Кате-Дойкс;Швейцария и Лихтенштейн;46,47;7,13;1029;0;Chateau-d'Oex
